telling  ;datum;naxxyyzzinventarisnummer;naxxyyzzfolioxxyyzznummer;scheepsnaam;scheepstype;plaatsxxyyzzparthesius;lokatie;aantalxxyyzzpersonen;aantalxxyyzzzeevarendenxxyyzzeuropees;aantalxxyyzzzeevarendenxxyyzzaziatisch;aantalxxyyzzsoldatenxxyyzzeuropees;aantalxxyyzzsoldatenxxyyzzaziatisch;aantalxxyyzzoverig;azxxyyzzaantalxxyyzzvoorman;azxxyyzzaantalxxyyzzvoormansmaat;azxxyyzzaantalxxyyzzkok;azxxyyzzaantalxxyyzzmatrozen;azxxyyzzaangenomenxxyyzzplaats;azxxyyzzaangenomenxxyyzzparthesius;azxxyyzzaangenomenxxyyzzjaar;azxxyyzzaangenomenxxyyzzjaarxxyyzznorm;azxxyyzzaanduidingxxyyzzmatrozen;azxxyyzzaanduidingxxyyzzvoorman;azxxyyzzloonxxyyzzvoorman;azxxyyzzloonxxyyzzvoormansmaat;azxxyyzzloonxxyyzzkok;azxxyyzzloonxxyyzzmatrozen;azxxyyzzregistratiexxyyzzwijze;azxxyyzzregistratiexxyyzzkop;azxxyyzzregistratiexxyyzzopmerking;asxxyyzzaangenomenxxyyzzplaats;asxxyyzzaangenomenxxyyzzjaar;asxxyyzzaanduidingxxyyzzsoldaten;asxxyyzzaanduidingxxyyzzvoorman;asxxyyzzloonxxyyzzhoofd;asxxyyzzloonxxyyzzcorporaal;asxxyyzzloonxxyyzzsoldaat;asxxyyzzregistratiexxyyzzwijze;asxxyyzzregistratiexxyyzzkop;asxxyyzzregistratiexxyyzzopmerking;opmerkingen;voornaam;tussenvoegsel;achternaam;geboorteplaats;aankomstxxyyzzazie;notitie;dasxxyyzzlinkxxyyzzheen;dasxxyyzzlinkxxyyzzterug
134;1693;11709;69;Zalland;Schip;15;Zee;194;85;;109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1578.2;
135;1693;11709;78;Silversteijn;Jagt;15;Zee;208;101;;107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1622.5;
136;1693;11709;87;Nierop;Fluijt;15;Zee;149;57;;2;90;;;;;;;;;;;;;;;;;;;"Batavia; Bengalen; Boutou; Ambon";;Soldaat;Capitain (met luitenant, vaandrig en 6 sergiants, 5 corporaals, 1 tamboer en 1 schrijver);60;12;9;Achternamen;Inlandse militairen;Achternamen. Herkomst. Onder kop 'Inalndse militairen';;Leendert;;Broek;Hoorn;;;1646.3;
137;1693;11709;93;De Crab;Schip;42;Trinquene?;77;77;;;;;;;;;;;;;;;;;;;;;Temidden van matrozen is opgenomen: 'Pieter Roserlij van Banda' voor 9 gulden 'in India aangenomen, 1678';;;;;;;;;;;;;;;;;;1638.2;5934.2
138;1693;11709;97;De Bije;Jagt;41;Tutucorijn;38;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1633.1;
139;1693;11709;98;Dieren;Schip;15;Zee;159;69;;;90;;;;;;;;;;;;;;;;;;;"Batavia; Bouton; etc";;Soldaat;Capiteijn (met 1 luitenant, 1 vaandrig, 5 sergeants, 5 corporaals, 1 tamboer);60;12;9;Achternamen;Inlandse militairen;Achternamen. Herkomst. Onder kop 'Inlandse militairen';;Jacob;;Cool;Sandau?;?;;1644.1;5951.1
140;1693;11709;106;De Leeuwenburg;Hoeker;42;Colombo;22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1532.1;
141;1693;11709;107;De Spaarpoth;Hoeker;42;Colombo;16;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1472.1;
142;1693;11709;108;Het Hoeffijser;Hoeker;42;Colombo;19;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1510.1;
143;1693;11709;109;Nieuwlandt;Fluijt;15;Zee;63;63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1639.3;5933.3
144;1693;11709;112;Wijk op Zee;Jagt;15;Zee;99;45;13;41;;;1;;2;10;;;;;Matroos;Bootsman (met kok en koksmaat);12;;10.5;7.5;Achternamen;Inlandse matroosen;;;;;;;;;;;;;Remming?;;Remmingsz?;Backhuizen?;Aang. Silversteijn 1692, kamer Amsterdam;;;
145;1693;11709;116;De Duijf;Fluijt;82;Timor;28;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1520.2;
146;1693;11709;118;De Grijpvogel;Jagt;88;Ternaten;25;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;1693;11709;119;Domburg;Schip;43;Nagapatnam;162;115;;23;24;;;;;;;;;;;;;;;;;;;"Makassar; etc";;Soldaat;Sergeant (met 2 corporaals);15;12;9;Voornamen;Inlandse militairen;Voornamen, met herkomst. Onder kop 'Inlandse militairen';;Sijmon;van den;Berg;Delft;Aang. De Zion 1689, kamer Delft;;1623.1;5982.1
148;1693;11709;126;Honselredijk;Schip;43;Nagapatnam;144;93;;26;25;;;;;;;;;;;;;;;;;;;"Wadjoe; etc";;Soldaat;Sergeant (met 2 corporaals);15;12;9;Voornamen;Inlandse militairen;Voornamen, met herkomst. Onder kop 'Inlandse militairen';;;;;;;;1603.4;
149;1693;11709;132;De Maas;Schip;43;Nagapatnam;122;83;;20;19;;;;;;;;;;;;;;;;;;;"Makassar; Malawa; Booue";;Soldaat;Sergeant (met corporaal);15;12;9;Voornamen;Inlandse militairen;Voornamen, met herkomst. Onder kop 'Inlandse militairen';;;;;;;;1599.2;5943.2
150;1693;11709;137;De Leck;Schip;43;Nagapatnam;139;90;;22;27;;;;;;;;;;;;;;;;;;;"Balawa; Wadjoe; etc";;Soldaat;Sergeant (met 2 corporaals);15;12;9;Voornamen;Inlandse militairen;Voornamen, met herkomst. Onder kop 'Inlandse militairen'. Hier wel naam Abdul (onder zeevarenden niet!?);;;;;;;;1617.2;5926.2
151;1693;11709;142;Castricum;Jagt;43;Nagapatnam;137;93;;22;22;;;;;;;;;;;;;;;;;;;"Loeboe; Booue; Batavia; Wadjoe; etc";;Soldaat;Sergeant (met 2 corporaals);15;12;9;Voornamen;Inlandse militairen;Voornamen, met herkomst. Onder kop 'Inlandse militairen'.;;;;;;;;1562.2;
152;1693;11709;148;Oostsouburgh;Schip;43;Nagapatnam;140;94;;22;24;;;;;;;;;;;;;;;;;;;"Makassar; Wadjoe";;Soldaat;Sergeant (met 2 corporaals);15;12;9;Voornamen;Inlandse militairen;Voornamen, met herkomst. Onder kop 'Inlandse militairen'.;;;;;;;;1624.2;5980A.
153;1693;11709;154;Batavia;Schip;43;Nagapatnam;133;84;;25;24;;;;;;;;;;;;;;;;;;;Makassar;;Soldaat;Sergeant (met 2 corporaals);15;12;9;Voornamen;Inlandse militairen;Voornamen, met herkomst. Onder kop 'Inlandse militairen'.;;Joost;;Claarbout;Vlissingen;Aang. De Burght van Leijden 1692;;;
154;1693;11709;160;De Schelde;Schip;43;Nagapatnam;124;86;;17;21;;;;;;;;;;;;;;;;;;;"Saijdough; Goa; Wadjoe; Soediangh; Batavia; etc";;Soldaat;Sergeant (met 2 corporaals);15;12;9;Voornamen;Inlandse militairen;Voornamen, met herkomst. Onder kop 'Inlandse militairen'.;;Thomas;van ;Willigen;;Aang. De Schelde 1691;;1613.3;
155;1693;11709;165;Brandenburgh;Schip;43;Nagapatnam;135;86;;24;25;;;;;;;;;;;;;;;;;;;"Makassar; Batavia; Wadjoe; etc";;Soldaat;Sergeant (met 2 corporaals);15;12;9;Voornamen;Inlandse militairen;Voornamen, met herkomst. Onder kop 'Inlandse militairen'.;;;;;;;;1607.1;5923.1
156;1693;11709;171;De Beuns;Jagt;43;Nagapatnam;120;72;;24;24;;;;;;;;;;;;;;;;;;;"Pamanna; Makassar; etc";;Soldaat;Sergeant (met 2 corporaals);15;12;9;Voornamen;Inlandse militairen;Voornamen, met herkomst. Onder kop 'Inlandse militairen'.;;;;;;;;1515.2;
157;1693;11709;176;Cronenburg;Fluijt;86;Banda;47;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1583.3;
158;1693;11709;178;Emelaud?;Jagt;86;Banda;45;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1545.2;
159;1693;11709;180;Claverblad;Fluijt;44;Bengalen;32;30;2;;;;;;2;;In India aangenomen;40;1693;1693;"Cock; Cocksmaat";;;;10;;Achternamen;;Onderaan lijst met Europese bemanning: kok en koksmaat: 'Alexander Rosairo' (kok, 10 gulden) en 'Claas Cocksmaat' (koksmaat 7 gulden).;;;;;;;;;;;;;;;;;;1512.1;
160;1693;11709;182;Boswijk;Jagt;44;Bengalen;46;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1496.1;
161;1693;11709;184;Ijterschem;Schip;11;Ijapad;54;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1637.1;5931.1
162;1693;11709;187;Huijs ter Loo;Schip;11;Ijapau;71;71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1645.1;5936.1
163;1693;11709;190;Huijs te Spijck;Fluijt;52;Padangh;61;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1507.2;
164;1693;11709;193;Java;Schip;15;Zee;83;83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1611.5;
165;1694;11710;1;De Groote Visserij;Schip;79;Batavia;59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1542.2;
166;1694;11710;3;Andromeda;Jagt;79;Batavia;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;1694;11710;4;Coevorden;Schip;79;Batavia;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1518.3;
168;1694;11710;7;Boswijk;Jagt;79;Batavia;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1496.1;
169;1694;11710;9;Beijsch;Schip;79;Batavia;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1668.1;5981.1
170;1694;11710;11;De Coning van Bantham;Jagt;79;Batavia;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
171;1694;11710;13;De Fortuijn;Jagt;79;Batavia;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
172;1694;11710;14;De Goudvis;Jagt;79;Batavia;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173;1694;11710;15;Claverblad;Fluijt;79;Batavia;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1512.1;
174;1694;11710;16;De Beurs;Jagt;79;Batavia;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1515.2;
175;1694;11710;17;Landswelvaren;Schip;79;Batavia;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1672.3;5940.3
176;1694;11710;21;Woggenum;Schip;79;Batavia;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1664.1;
177;1694;11710;24;Eemland;Jagt;79;Batavia;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1545.2;
178;1694;11710;26;Chillida;Jagt;79;Batavia;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1550.2;
179;1694;11710;27;Hobree;Fluijt;79;Batavia;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1590.2;
180;1694;11710;29;Waddinxveen;Schip;79;Batavia;74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1648.1;5939.1
181;1694;11710;32;Java;Schip;79;Batavia;71;65;6;;;;1;;;5;Suratte;33;1694;1694;Moors matroos;Moors bootsman;22.8;;;8;Achternamen;Inlanders;;;;;;;;;;;;;Mouris;;Jacobsz Eijk;Maassluijs;;NB: Ervaren onderstuurman Jos Sander (Blockziel, 32 g, Java 1691),, onderstuurman Jan Jansz Schaaff (Amsterdam, 30 g, Java 1691);1611.5;
182;1694;11710;35;De Sint Nicolaas;Jagt;79;Batavia;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
183;1694;11710;36;Walenburg;Schip;79;Batavia;49;39;10;;;;;;;10;;;;;Matroos;Niet;;;;7.5;Achternamen;Inlanders;;;;;;;;;;;;;Albert;;Biesow;Rotterdam;Eenhoorn 1691;NB: Ervaren opperstuurman Harmen Sluijter (Adam, 48 g, ? 1679);1486.1;
184;1694;11710;38;Het Kasteel Batavia;Schip;79;Batavia;80;73;7;;;;1;;;6;;;;;Moors matroos;Schieman;14;;;7.5;Achternamen;Mooren;Boven 'Mooren' als laatste van 'gewone' bemanning staat een Jan van Bengalen als Jongen voor 12 gulden, 1686, kamer Delft, Princen**;;;;;;;;;;;;Joost;;Claarbout;Vlissingen;Burg van Leijden 1685;NB: Ervaren hoogbootsman Mighiel Jansz (Dronthem, 20 g, Purmer 1685), schieman Willjam Matthijsz (Mechelen, 18 g, Oosterlant 1688);;
185;1694;11710;41;Bovencarspel;Schip;79;Batavia;53;36;17;;;;;;2;15;;;;;Matroos;Niet;;;12;7.5;Voornamen, soms achternamen;Inlanders;Eerste 6 hebben achternaam, daarna alleen voornaam.;;;;;;;;;;;;Jan Tijssen;van;Buuren;Rotterdam;Alkmaar 1673;NB: Ervaren opperstuuramn Arij Staars (Schoonhoven, 48 g, Zaamslagh 1688), onderstuurman Hendrik Mondiger (Amsterdam, 24 g, Cortgene 1686), bootsman Jan Vlint (Hamburgh, 22 g, Eenhoorn 1687), ondermeester Mamiel Wacker (Malacca, 16 g, in india in dienst 1687), schieman Magnus Cornelisz (Caluur, 20 g, Nieuwlandt 1689);1459.1;
186;1694;11710;43;Vosmaar;Schip;79;Batavia;88;82;6;;;;;;;6;;;;;Matroos;Niet;;;;7.5;Voornamen;Inlanders;Achtervoegsel Moor en Mahometh;;;;;;;;;;;;Jacob;;Landsheer;Middelburg;Zaamslag 1692;NB: Ervaren schipper Jacobs Lepluck (Adam, 60 g, in dienst 1670), hoogbootsmansmaat Sijbrant Bastiaansz (Schermerhorn, 15 g, Zallant 1687);1650.1;5938.1
187;1694;11710;51;De Peperthuijn;Jagt;53;Palembang;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;1694;11710;52;De Bije;Jagt;41;Tutucorijn;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1633.1;
189;1694;11710;54;De Crab;Schip;41;Tutucorijn;53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1638.2;5934.2
190;1694;11710;56;De Maas;Schip;41;Tutucorijn;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1599.2;5943.2
191;1694;11710;59;Goudestijn;Schip;41;Puntecais;162;86;;41;35;;;;;;;;;;;;;;;;;;;;;Soldaat;Capitain (en sergiant en 2 corporaals);75;12;9;Voornamen;Inlandse militairen;;;;;;;;;1649.5;
192;1694;11710;66;Het Huijs ter Loo;Schip;41;Puntecais;100;66;;21;13;;;;;;;;;;;;;;;;;;;;;Soldaat;Sergiant (en corporaal);15;12;9;Voornamen;Inlandse militairen;;;;;;;;;1645.1;5936.1
193;1694;11710;70;Zaamslagh;Schip;41;Puntecais;106;72;;19;15;;;;;;;;;;;;;;;;;;;;;Soldaat;Corporaal;;12;9;Voornamen;Inlanders;;;;;;;;;1625.2;
194;1694;11710;75;Zilversteijn;Schip;41;Puntecais;127;87;;16;24;;;;;;;;;;;;;;;;;;;;;Soldaat;Sergiant (en 2 corporaals);15;12;9;Voornamen;Inlandse militairen;;;;;;;;;1622.5;
195;1694;11710;81;Bronstee;Fluijt;85;Amboina;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1516.1;
196;1694;11710;82;De Duijf;Fluijt;85;Amboina;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1520.2;
197;1694;11710;83;Cronenburg;Schip;88;Ternaten;69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1583.3;
198;1694;11710;86;Meijdregt;Jagt;86;Banda;53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1659.2;5944.2
199;1694;11710;89;Hendrik Maurits;Schip;86;Banda;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1538.6;
200;1694;11710;93;Civethkat;Fluijt;86;Banda;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1406.1;
201;1694;11710;93;Cortgene;Schip;37;Malabar, in de modderbaij op de cust;58;49;9;;;;;;;9;;;;;Matroos;Niet;;;;7.5;Voornamen;Inlanders;Achtervoegsel Moor;;;;;;;;;;;;Jurrian;;Leggiez;Hoesum;Peijlswaart 1686;NB: Ervarenonderstuurman Pieter op ter Vilt (Der Goes, 26 g, Schoondijk 1690);1597.5;
202;1694;11710;97;Domburg;Schip;44;Bengalen;172;127;;21;24;;;;;;;;;;;;;;;;;;;;;Soldaat;Sergiant (en 2 corporaals);15;12;9;Voornamen met herkomst;Inlandse militairen;;;;;;;;;1623.1;5982.1
203;1694;11710;106;Honteslaardijk;Schip;44;Bengalen;135;85;;26;24;;;;;;;;;;;;;;;;;;;;;Soldaat;Sergiant (en 2 corporaals);15;12;9;Voornamen met herkomst;Inlandse militairen;;;;;;;;;1603.4;
204;1694;11710;112;Zalland;Schip;44;Bengalen;130;83;;23;24;;;;;;;;;;;;;;;;;;;;;Soldaat;Sergiant (en 2 corporaals);15;12;9;Voornamen met herkomst;Inlandse militairen;;;;;;;;;1578.2;
205;1694;11710;119;Castricum;Schip;44;Bengalen;137;87;;25;25;;;;;;;;;;;;;;;;;;;;;Soldaat;Sergiant (en 2 corporaals);15;12;9;Voornamen met herkomst;Inlanders;;;;;;;;;1562.2;
206;1694;11710;126;Desusaima;Jagt;44;Bengalen;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
207;1694;11710;128;Den Ijssel;Schip;44;Bengalen;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1630.1;5955.1
208;1694;11710;131;De Eenhoorn;Schip;43;Nagapatnam;77;72;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1661.4;5952.4
209;1694;11710;135;Wijk op Zee;Jagt;43;Nagapatnam;52;31;17;2;;;1;;;16;;;;;"Moors matroos; Toepas matroos";Moors bootsman;12;;;7.5;Voornamen;Inlandse zeevarende;;;;;;;;;;;;;Remmingh;;Remingsz;Brems?;?;?;;
210;1694;11710;138;Drakensteijn;Fluijt;43;Masulipatnam;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1424.1;
211;1694;11710;153;De Standvastigheijt;Jagt;25;Mauritius;53;44;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;1694;11710;46;Het Huijs te Spijk;Schip;15;Zee;120;78;;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1507.2;
213;1694;11710;140;Spierdijk;Schip;15;Zee;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1673.4;6014.4
214;1694;11710;143;Het Huijs te Duke?;Schip;15;Zee;63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1644.1;5951.1
215;1694;11710;147;Langewijck;Fluijt;15;Zee;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1652.5;
216;1694;11710;149;De Bloijs;Fluijt;15;Zee;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1642.2;5950.2
217;1695;11711;1;Het Huijs te Spijk;Fluijt;79;Batavia;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1507.2;
218;1695;11711;4;Langewijck;Fluijt;79;Batavia;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1652.5;
219;1695;11711;6;Dieren;Fluijt;79;Batavia;57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1644.1;5951.1
220;1695;11711;9;Beijeren;Schip;79;Batavia;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1668.1;5981.1
221;1695;11711;12;Drakensteijn;Fluijt;79;Batavia;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1424.1;
222;1695;11711;13;Oosterlandt;Schip;79;Batavia;95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1693.4;5975.4
223;1695;11711;18;Andromeda;Jagt;79;Batavia;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
224;1695;11711;19;Nederlandt;Schip;79;Batavia;71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1688.3;5970.3
225;1695;11711;22;De Cauw;Jagt;79;Batavia;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1634.1;
226;1695;11711;23;Bombaia;Jagt;79;Batavia;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
227;1695;11711;25;De Vrint?;Jagt;79;Batavia;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1636.1;5960.1
228;1695;11711;27;Eemland;Jagt;79;Batavia;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1545.2;
229;1695;11711;29;Wijk op Zee;Jagt;79;Batavia;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
230;1695;11711;30;De Eenhoorn;Schip;79;Batavia;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1661.4;5952.4
231;1695;11711;32;De Gideon;Fluijt;79;Batavia;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1462.1;
232;1695;11711;34;Reijgersdael;Schip;79;Batavia;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1684.2;6004.2
233;1695;11711;38;Pampus;Schip;79;Batavia;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1692.3;
234;1695;11711;41;Lovamcappel?;Fluijt;79;Batavia;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1459.1;
235;1695;11711;43;Silversteijn?;Schip;79;Batavia;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1622.5;
236;1695;11711;46;De Zion;Schip;79;Batavia;73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1685.4;5977.4
237;1695;11711;49;Java;Schip;79;Batavia;71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1611.5;
238;1695;11711;52;De Briel;Fluijt;79;Batavia;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1470.1;
239;1695;11711;53;Claverblad;Fluijt;79;Batavia;25;24;1;;;;;;;1;Niet;;Niet;Niet;Inlandse matroos;Niet;;;;7;Achternaam;;Eén inlandse matroos, onderaan lijst met Europese matrozen, daaronder nog één Europese jongen uit Utrecht.;;;;;;;;;;;;;;;;;;1512.1;
240;1695;11711;54;De Bije;Jagt;79;Batavia;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1633.1;
241;1695;11711;56;Beloijs;Fluijt;15;Zee;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1642.2;5950.2
242;1695;11711;58;Castricum;Schip;15;Zee;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1562.2;
243;1695;11711;60;Civethkat;Fluijt;15;Zee;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1406.1;
244;1695;11711;62;De Peperthuijn;Jagt;15;Zee;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
245;1695;11711;152;Goudestijn;Schip;15;In Zee;242;96;;84;62;;;;;;;;;;;;;;;;;;;;niet gegegeven;Inlandse soldaat;Capiteijn;25;12;9;Voornamen;;;;;;;;;;1649.5;
246;1695;11711;163;Spare / Spaere;Schip;15;In Zee;111;67;;19;25;;;;;;;;;;;;;;;;Geen Aziatische zeelieden;;;;niet gegegeven;Inlandse soldaat;Sergeant;15;12;9;Voornamen;;;Soldaten in 1695 over het algemeen veel uit Madjoe, Makassar, Batavia, maar ook uit bijv. Birma of andere plaatsen.;;;;;;;1681.1;
247;1695;11711;64;Zalland;Schip;52;Padangh;68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1578.2;
248;1695;11711;67;De Coning van Bantham;Jagt;88;Ternaten;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
249;1695;11711;69;De Beurs;Jagt;53;Palingbang;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1515.2;
250;1695;11711;71;Cronenburg;Fluijt;84;Maccassar;66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1583.3;
251;1695;11711;74;De Tamboer;Jagt;33;Souratta, rivier;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1641.1;
252;1695;11711;75;Het Hof van Ilpendam;Schip;33;Bombaia, in de baaij;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1687.2;6002.2
253;1695;11711;79;Spierdijk;Schip;33;Bombaia;76;55;;2;19;;;;;;;;;;;;;;;;;;;niet gegegeven;niet gegegeven;Soldaat;;15;12;9;Achternamen;Inlandse militairen;;;;;;;;;1673.4;6014.4
254;1695;11711;82;Oostzouburgh;Schip;44;Bengalen;174;108;;30;36;;;;;;;;;;;;;;;;;;;;niet gegegeven;Soldaat;;15;12;9;Voornamen;Inlandse militairen;;;;;;;;;1624.2;5980A.
255;1695;11711;90;Domburg;Schip;44;Bengalen;141;90;;21;30;;;;;;;;;;;;;;;;;;;;niet gegegeven;Soldaat;;15;12;9;Voornamen;Inlandse militairen;;;;;;;;;1623.1;5982.1
256;1695;11711;97;Honsholredijk;Schip;44;Bengalen;138;84;;24;30;;;;;;;;;;;;;;;;;;;;niet gegegeven;Soldaat;;15;12;9;Voornamen;Inlandse militairen;;;;;;;;;1603.4;
257;1695;11711;103;Schoondijk;Schip;44;Bengalen;144;89;;25;30;;;;;;;;;;;;;;;;;;;;niet gegegeven;Soldaat;;15;12;9;Voornamen;Inlandse militairen;;;;;;;;;1670.2;5987A.
258;1695;11711;110;De Susanna;Jagt;44;Bengalen;44;35;9;;;;;;;9;Bengalen;44;Niet;Niet;Hooploper;Niet;;;7.5;7.5;Achternamen;;Onderaan lijst met Europese zeevarenden. Vermeld als hooploper. Kok en koksmaat uit Bengalen vermeld boven Europese bosschieters, onder Europese onderofficieren. Alle Bengalezen 7 gulden 10. Voor niemand (Europeanen noch Aziaten) wordt jaar, kamer en voorgaande schip vermeld.;;;;;;;;;;;;Francois;;Peths;Vlissingen;?;?;;
259;1695;11711;112;Boswijck;Jagt;44;Bengalen;63;45;18;;;;1;;;17;Niet;;Niet;Niet;Matroos;Bootsman;12;;10.5;7.5;Achternamen;Inlandse zeevarende;;;;;;;;;;;;;Theunis;;Martensz Ros;Rotterdam;?;?;1496.1;
